"province_code","year","month","influenza","influenza_death","dengue_fever","dengue_fever_death","diarrhoea","diarrhoea_death","date1"
23,1997,1,4928.0,0.0,0.0,0.0,2354.0,0.0,1997-01-15
23,1997,1,4928.0,0.0,0.0,0.0,2354.0,0.0,1997-01-15
23,1997,1,4928.0,0.0,0.0,0.0,2354.0,0.0,1997-01-15
23,1997,1,4928.0,0.0,0.0,0.0,2354.0,0.0,1997-01-15
23,1997,1,4928.0,0.0,0.0,0.0,2354.0,0.0,1997-01-15
21,1997,1,3815.0,0.0,0.0,0.0,1371.0,0.0,1997-01-15
21,1997,1,3815.0,0.0,0.0,0.0,1371.0,0.0,1997-01-15
21,1997,1,3815.0,0.0,0.0,0.0,1371.0,0.0,1997-01-15
38,1997,1,662.0,0.0,7.0,0.0,550.0,0.0,1997-01-15
38,1997,1,662.0,0.0,7.0,0.0,550.0,0.0,1997-01-15
26,1997,1,601.0,0.0,0.0,0.0,489.0,0.0,1997-01-15
26,1997,1,601.0,0.0,0.0,0.0,489.0,0.0,1997-01-15
45,1997,1,346.0,0.0,2.0,0.0,555.0,0.0,1997-01-15
32,1997,1,5.0,0.0,0.0,0.0,321.0,0.0,1997-01-15
49,1997,1,2475.0,0.0,23.0,0.0,1596.0,0.0,1997-01-15
49,1997,1,2475.0,0.0,23.0,0.0,1596.0,0.0,1997-01-15
28,1997,1,986.0,0.0,73.0,0.0,751.0,0.0,1997-01-15
40,1997,1,415.0,0.0,153.0,0.0,261.0,0.0,1997-01-15
40,1997,1,415.0,0.0,153.0,0.0,261.0,0.0,1997-01-15
56,1997,1,365.0,0.0,43.0,0.0,209.0,0.0,1997-01-15
42,1997,1,283.0,0.0,163.0,0.0,274.0,0.0,1997-01-15
43,1997,1,524.0,0.0,624.0,0.0,396.0,0.0,1997-01-15
61,1997,1,2747.0,0.0,44.0,0.0,828.0,0.0,1997-01-15
61,1997,1,2747.0,0.0,44.0,0.0,828.0,0.0,1997-01-15
35,1997,1,1218.0,0.0,0.0,0.0,869.0,0.0,1997-01-15
41,1997,1,1465.0,0.0,7.0,0.0,481.0,0.0,1997-01-15
41,1997,1,1465.0,0.0,7.0,0.0,481.0,0.0,1997-01-15
37,1997,1,2050.0,0.0,10.0,0.0,705.0,0.0,1997-01-15
55,1997,1,0.0,0.0,0.0,0.0,0.0,0.0,1997-01-15
34,1997,1,390.0,0.0,0.0,0.0,156.0,0.0,1997-01-15
34,1997,1,390.0,0.0,0.0,0.0,156.0,0.0,1997-01-15
57,1997,1,775.0,0.0,205.0,0.0,203.0,0.0,1997-01-15
48,1997,1,382.0,0.0,111.0,0.0,265.0,0.0,1997-01-15
36,1997,1,1213.0,0.0,29.0,0.0,843.0,0.0,1997-01-15
59,1997,1,329.0,0.0,0.0,0.0,2132.0,0.0,1997-01-15
60,1997,1,5.0,0.0,159.0,0.0,338.0,0.0,1997-01-15
52,1997,1,2192.0,0.0,170.0,1.0,2647.0,0.0,1997-01-15
62,1997,1,171.0,0.0,286.0,2.0,273.0,0.0,1997-01-15
46,1997,1,646.0,0.0,110.0,0.0,1548.0,0.0,1997-01-15
39,1997,1,10.0,0.0,214.0,0.0,4561.0,0.0,1997-01-15
63,1997,1,891.0,0.0,26.0,1.0,1058.0,0.0,1997-01-15
51,1997,1,12.0,0.0,180.0,0.0,1756.0,0.0,1997-01-15
64,1997,1,676.0,0.0,25.0,0.0,846.0,0.0,1997-01-15
54,1997,1,256.0,0.0,341.0,0.0,1056.0,0.0,1997-01-15
15,1997,2,2501.0,0.0,0.0,0.0,1513.0,0.0,1997-02-15
15,1997,2,2501.0,0.0,0.0,0.0,1513.0,0.0,1997-02-15
15,1997,2,2501.0,0.0,0.0,0.0,1513.0,0.0,1997-02-15
15,1997,2,2501.0,0.0,0.0,0.0,1513.0,0.0,1997-02-15
30,1997,2,0.0,0.0,0.0,0.0,0.0,0.0,1997-02-15
30,1997,2,0.0,0.0,0.0,0.0,0.0,0.0,1997-02-15
30,1997,2,0.0,0.0,0.0,0.0,0.0,0.0,1997-02-15
27,1997,2,1875.0,0.0,0.0,0.0,861.0,0.0,1997-02-15
27,1997,2,1875.0,0.0,0.0,0.0,861.0,0.0,1997-02-15
27,1997,2,1875.0,0.0,0.0,0.0,861.0,0.0,1997-02-15
27,1997,2,1875.0,0.0,0.0,0.0,861.0,0.0,1997-02-15
27,1997,2,1875.0,0.0,0.0,0.0,861.0,0.0,1997-02-15
27,1997,2,1875.0,0.0,0.0,0.0,861.0,0.0,1997-02-15
27,1997,2,1875.0,0.0,0.0,0.0,861.0,0.0,1997-02-15
27,1997,2,1875.0,0.0,0.0,0.0,861.0,0.0,1997-02-15
3,1997,2,99.0,0.0,0.0,0.0,21.0,0.0,1997-02-15
3,1997,2,99.0,0.0,0.0,0.0,21.0,0.0,1997-02-15
3,1997,2,99.0,0.0,0.0,0.0,21.0,0.0,1997-02-15
3,1997,2,99.0,0.0,0.0,0.0,21.0,0.0,1997-02-15
29,1997,2,1302.0,0.0,0.0,0.0,971.0,0.0,1997-02-15
29,1997,2,1302.0,0.0,0.0,0.0,971.0,0.0,1997-02-15
25,1997,2,821.0,0.0,0.0,0.0,577.0,0.0,1997-02-15
16,1997,2,383.0,0.0,0.0,0.0,520.0,0.0,1997-02-15
16,1997,2,383.0,0.0,0.0,0.0,520.0,0.0,1997-02-15
16,1997,2,383.0,0.0,0.0,0.0,520.0,0.0,1997-02-15
16,1997,2,383.0,0.0,0.0,0.0,520.0,0.0,1997-02-15
7,1997,2,504.0,0.0,0.0,0.0,196.0,0.0,1997-02-15
7,1997,2,504.0,0.0,0.0,0.0,196.0,0.0,1997-02-15
31,1997,2,154.0,0.0,0.0,0.0,119.0,0.0,1997-02-15
31,1997,2,154.0,0.0,0.0,0.0,119.0,0.0,1997-02-15
24,1997,2,144.0,0.0,0.0,0.0,133.0,0.0,1997-02-15
24,1997,2,144.0,0.0,0.0,0.0,133.0,0.0,1997-02-15
4,1997,2,1070.0,0.0,0.0,0.0,427.0,0.0,1997-02-15
4,1997,2,1070.0,0.0,0.0,0.0,427.0,0.0,1997-02-15
20,1997,2,785.0,0.0,0.0,0.0,693.0,0.0,1997-02-15
13,1997,2,807.0,0.0,0.0,0.0,169.0,0.0,1997-02-15
13,1997,2,807.0,0.0,0.0,0.0,169.0,0.0,1997-02-15
13,1997,2,807.0,0.0,0.0,0.0,169.0,0.0,1997-02-15
9,1997,2,916.0,0.0,0.0,0.0,474.0,0.0,1997-02-15
9,1997,2,916.0,0.0,0.0,0.0,474.0,0.0,1997-02-15
9,1997,2,916.0,0.0,0.0,0.0,474.0,0.0,1997-02-15
8,1997,2,2063.0,0.0,1.0,0.0,2023.0,0.0,1997-02-15
8,1997,2,2063.0,0.0,1.0,0.0,2023.0,0.0,1997-02-15
8,1997,2,2063.0,0.0,1.0,0.0,2023.0,0.0,1997-02-15
11,1997,2,565.0,0.0,0.0,0.0,776.0,0.0,1997-02-15
11,1997,2,565.0,0.0,0.0,0.0,776.0,0.0,1997-02-15
11,1997,2,565.0,0.0,0.0,0.0,776.0,0.0,1997-02-15
6,1997,2,277.0,0.0,1.0,0.0,742.0,0.0,1997-02-15
15,1997,2,816.0,0.0,0.0,0.0,1822.0,0.0,1997-02-15
15,1997,2,816.0,0.0,0.0,0.0,1822.0,0.0,1997-02-15
15,1997,2,816.0,0.0,0.0,0.0,1822.0,0.0,1997-02-15
10,1997,2,252.0,0.0,0.0,0.0,1496.0,0.0,1997-02-15
2,1997,2,2041.0,0.0,0.0,0.0,0.0,0.0,1997-02-15
17,1997,2,732.0,0.0,0.0,0.0,2672.0,0.0,1997-02-15
17,1997,2,732.0,0.0,0.0,0.0,2672.0,0.0,1997-02-15
12,1997,2,2619.0,0.0,0.0,0.0,4419.0,0.0,1997-02-15
19,1997,2,807.0,0.0,0.0,0.0,1909.0,0.0,1997-02-15
19,1997,2,807.0,0.0,0.0,0.0,1909.0,0.0,1997-02-15
22,1997,2,8443.0,0.0,0.0,0.0,4944.0,0.0,1997-02-15
22,1997,2,8443.0,0.0,0.0,0.0,4944.0,0.0,1997-02-15
22,1997,2,8443.0,0.0,0.0,0.0,4944.0,0.0,1997-02-15
22,1997,2,8443.0,0.0,0.0,0.0,4944.0,0.0,1997-02-15
22,1997,2,8443.0,0.0,0.0,0.0,4944.0,0.0,1997-02-15
23,1997,2,2764.0,0.0,0.0,0.0,2622.0,0.0,1997-02-15
23,1997,2,2764.0,0.0,0.0,0.0,2622.0,0.0,1997-02-15
23,1997,2,2764.0,0.0,0.0,0.0,2622.0,0.0,1997-02-15
23,1997,2,2764.0,0.0,0.0,0.0,2622.0,0.0,1997-02-15
23,1997,2,2764.0,0.0,0.0,0.0,2622.0,0.0,1997-02-15
23,1997,2,2764.0,0.0,0.0,0.0,2622.0,0.0,1997-02-15
23,1997,2,2764.0,0.0,0.0,0.0,2622.0,0.0,1997-02-15
23,1997,2,2764.0,0.0,0.0,0.0,2622.0,0.0,1997-02-15
21,1997,2,4274.0,0.0,0.0,0.0,1619.0,0.0,1997-02-15
21,1997,2,4274.0,0.0,0.0,0.0,1619.0,0.0,1997-02-15
21,1997,2,4274.0,0.0,0.0,0.0,1619.0,0.0,1997-02-15
38,1997,2,1297.0,0.0,2.0,0.0,782.0,0.0,1997-02-15
38,1997,2,1297.0,0.0,2.0,0.0,782.0,0.0,1997-02-15
26,1997,2,704.0,0.0,0.0,0.0,551.0,0.0,1997-02-15
26,1997,2,704.0,0.0,0.0,0.0,551.0,0.0,1997-02-15
45,1997,2,479.0,0.0,15.0,0.0,756.0,0.0,1997-02-15
32,1997,2,2.0,0.0,2.0,0.0,407.0,0.0,1997-02-15
49,1997,2,2324.0,0.0,15.0,0.0,1624.0,0.0,1997-02-15
