"province_code","year","month","influenza","influenza_death","dengue_fever","dengue_fever_death","diarrhoea","diarrhoea_death","date1"
34,2000,9,311.0,0.0,15.0,0.0,297.0,0.0,2000-09-15
34,2000,9,311.0,0.0,15.0,0.0,297.0,0.0,2000-09-15
57,2000,9,1351.0,0.0,47.0,0.0,320.0,1.0,2000-09-15
48,2000,9,280.0,0.0,70.0,0.0,752.0,0.0,2000-09-15
36,2000,9,1073.0,0.0,54.0,0.0,1049.0,0.0,2000-09-15
59,2000,9,1651.0,0.0,184.0,0.0,1455.0,0.0,2000-09-15
60,2000,9,109.0,0.0,372.0,0.0,2352.0,0.0,2000-09-15
52,2000,9,2076.0,0.0,201.0,0.0,2020.0,0.0,2000-09-15
62,2000,9,590.0,0.0,48.0,2.0,634.0,0.0,2000-09-15
46,2000,9,1224.0,0.0,423.0,1.0,1930.0,0.0,2000-09-15
39,2000,9,5.0,0.0,62.0,0.0,2412.0,0.0,2000-09-15
63,2000,9,1489.0,0.0,27.0,0.0,1078.0,0.0,2000-09-15
51,2000,9,548.0,0.0,61.0,0.0,899.0,0.0,2000-09-15
64,2000,9,550.0,0.0,5.0,0.0,638.0,0.0,2000-09-15
54,2000,9,1680.0,0.0,102.0,2.0,926.0,0.0,2000-09-15
15,2000,10,6748.0,0.0,0.0,0.0,2899.0,0.0,2000-10-15
15,2000,10,6748.0,0.0,0.0,0.0,2899.0,0.0,2000-10-15
15,2000,10,6748.0,0.0,0.0,0.0,2899.0,0.0,2000-10-15
15,2000,10,6748.0,0.0,0.0,0.0,2899.0,0.0,2000-10-15
30,2000,10,0.0,0.0,0.0,0.0,0.0,0.0,2000-10-15
30,2000,10,0.0,0.0,0.0,0.0,0.0,0.0,2000-10-15
30,2000,10,0.0,0.0,0.0,0.0,0.0,0.0,2000-10-15
27,2000,10,2957.0,0.0,0.0,0.0,1063.0,0.0,2000-10-15
27,2000,10,2957.0,0.0,0.0,0.0,1063.0,0.0,2000-10-15
27,2000,10,2957.0,0.0,0.0,0.0,1063.0,0.0,2000-10-15
27,2000,10,2957.0,0.0,0.0,0.0,1063.0,0.0,2000-10-15
27,2000,10,2957.0,0.0,0.0,0.0,1063.0,0.0,2000-10-15
27,2000,10,2957.0,0.0,0.0,0.0,1063.0,0.0,2000-10-15
27,2000,10,2957.0,0.0,0.0,0.0,1063.0,0.0,2000-10-15
27,2000,10,2957.0,0.0,0.0,0.0,1063.0,0.0,2000-10-15
3,2000,10,718.0,0.0,0.0,0.0,282.0,0.0,2000-10-15
3,2000,10,718.0,0.0,0.0,0.0,282.0,0.0,2000-10-15
3,2000,10,718.0,0.0,0.0,0.0,282.0,0.0,2000-10-15
3,2000,10,718.0,0.0,0.0,0.0,282.0,0.0,2000-10-15
29,2000,10,2734.0,0.0,0.0,0.0,1056.0,0.0,2000-10-15
29,2000,10,2734.0,0.0,0.0,0.0,1056.0,0.0,2000-10-15
25,2000,10,2203.0,0.0,0.0,0.0,896.0,0.0,2000-10-15
16,2000,10,1053.0,0.0,0.0,0.0,630.0,0.0,2000-10-15
16,2000,10,1053.0,0.0,0.0,0.0,630.0,0.0,2000-10-15
16,2000,10,1053.0,0.0,0.0,0.0,630.0,0.0,2000-10-15
16,2000,10,1053.0,0.0,0.0,0.0,630.0,0.0,2000-10-15
7,2000,10,1303.0,0.0,0.0,0.0,251.0,0.0,2000-10-15
7,2000,10,1303.0,0.0,0.0,0.0,251.0,0.0,2000-10-15
31,2000,10,366.0,0.0,0.0,0.0,84.0,0.0,2000-10-15
31,2000,10,366.0,0.0,0.0,0.0,84.0,0.0,2000-10-15
24,2000,10,956.0,0.0,0.0,0.0,396.0,0.0,2000-10-15
24,2000,10,956.0,0.0,0.0,0.0,396.0,0.0,2000-10-15
4,2000,10,2839.0,0.0,1.0,0.0,560.0,0.0,2000-10-15
4,2000,10,2839.0,0.0,1.0,0.0,560.0,0.0,2000-10-15
20,2000,10,2395.0,0.0,0.0,0.0,1022.0,0.0,2000-10-15
13,2000,10,2322.0,0.0,0.0,0.0,1020.0,0.0,2000-10-15
13,2000,10,2322.0,0.0,0.0,0.0,1020.0,0.0,2000-10-15
13,2000,10,2322.0,0.0,0.0,0.0,1020.0,0.0,2000-10-15
9,2000,10,1850.0,0.0,0.0,0.0,712.0,0.0,2000-10-15
9,2000,10,1850.0,0.0,0.0,0.0,712.0,0.0,2000-10-15
9,2000,10,1850.0,0.0,0.0,0.0,712.0,0.0,2000-10-15
8,2000,10,2400.0,0.0,0.0,0.0,1746.0,0.0,2000-10-15
8,2000,10,2400.0,0.0,0.0,0.0,1746.0,0.0,2000-10-15
8,2000,10,2400.0,0.0,0.0,0.0,1746.0,0.0,2000-10-15
11,2000,10,1244.0,0.0,11.0,0.0,687.0,0.0,2000-10-15
11,2000,10,1244.0,0.0,11.0,0.0,687.0,0.0,2000-10-15
11,2000,10,1244.0,0.0,11.0,0.0,687.0,0.0,2000-10-15
6,2000,10,345.0,0.0,6.0,0.0,747.0,0.0,2000-10-15
15,2000,10,764.0,0.0,5.0,0.0,2871.0,0.0,2000-10-15
15,2000,10,764.0,0.0,5.0,0.0,2871.0,0.0,2000-10-15
15,2000,10,764.0,0.0,5.0,0.0,2871.0,0.0,2000-10-15
10,2000,10,3524.0,0.0,0.0,0.0,1454.0,0.0,2000-10-15
2,2000,10,2604.0,0.0,0.0,0.0,1053.0,0.0,2000-10-15
17,2000,10,916.0,0.0,0.0,0.0,1120.0,0.0,2000-10-15
17,2000,10,916.0,0.0,0.0,0.0,1120.0,0.0,2000-10-15
12,2000,10,5180.0,0.0,0.0,0.0,6677.0,0.0,2000-10-15
19,2000,10,1244.0,0.0,1.0,0.0,1018.0,0.0,2000-10-15
19,2000,10,1244.0,0.0,1.0,0.0,1018.0,0.0,2000-10-15
22,2000,10,10311.0,0.0,19.0,0.0,2198.0,0.0,2000-10-15
22,2000,10,10311.0,0.0,19.0,0.0,2198.0,0.0,2000-10-15
22,2000,10,10311.0,0.0,19.0,0.0,2198.0,0.0,2000-10-15
22,2000,10,10311.0,0.0,19.0,0.0,2198.0,0.0,2000-10-15
22,2000,10,10311.0,0.0,19.0,0.0,2198.0,0.0,2000-10-15
23,2000,10,5892.0,0.0,0.0,0.0,1981.0,1.0,2000-10-15
23,2000,10,5892.0,0.0,0.0,0.0,1981.0,1.0,2000-10-15
23,2000,10,5892.0,0.0,0.0,0.0,1981.0,1.0,2000-10-15
23,2000,10,5892.0,0.0,0.0,0.0,1981.0,1.0,2000-10-15
23,2000,10,5892.0,0.0,0.0,0.0,1981.0,1.0,2000-10-15
23,2000,10,5892.0,0.0,0.0,0.0,1981.0,1.0,2000-10-15
23,2000,10,5892.0,0.0,0.0,0.0,1981.0,1.0,2000-10-15
23,2000,10,5892.0,0.0,0.0,0.0,1981.0,1.0,2000-10-15
21,2000,10,3678.0,0.0,30.0,0.0,1301.0,0.0,2000-10-15
21,2000,10,3678.0,0.0,30.0,0.0,1301.0,0.0,2000-10-15
21,2000,10,3678.0,0.0,30.0,0.0,1301.0,0.0,2000-10-15
38,2000,10,1522.0,0.0,0.0,0.0,989.0,0.0,2000-10-15
38,2000,10,1522.0,0.0,0.0,0.0,989.0,0.0,2000-10-15
26,2000,10,0.0,0.0,0.0,0.0,491.0,0.0,2000-10-15
26,2000,10,0.0,0.0,0.0,0.0,491.0,0.0,2000-10-15
45,2000,10,983.0,0.0,8.0,0.0,1412.0,0.0,2000-10-15
32,2000,10,407.0,0.0,1.0,0.0,388.0,0.0,2000-10-15
49,2000,10,4217.0,0.0,19.0,0.0,2298.0,0.0,2000-10-15
49,2000,10,4217.0,0.0,19.0,0.0,2298.0,0.0,2000-10-15
28,2000,10,1729.0,0.0,4.0,0.0,1087.0,0.0,2000-10-15
40,2000,10,758.0,0.0,27.0,0.0,509.0,0.0,2000-10-15
40,2000,10,758.0,0.0,27.0,0.0,509.0,0.0,2000-10-15
56,2000,10,322.0,0.0,32.0,0.0,520.0,0.0,2000-10-15
42,2000,10,1622.0,0.0,81.0,0.0,1235.0,0.0,2000-10-15
43,2000,10,896.0,0.0,107.0,0.0,371.0,0.0,2000-10-15
61,2000,10,2129.0,0.0,160.0,0.0,1008.0,0.0,2000-10-15
61,2000,10,2129.0,0.0,160.0,0.0,1008.0,0.0,2000-10-15
35,2000,10,2968.0,0.0,0.0,0.0,1085.0,0.0,2000-10-15
41,2000,10,3230.0,0.0,6.0,0.0,1135.0,0.0,2000-10-15
41,2000,10,3230.0,0.0,6.0,0.0,1135.0,0.0,2000-10-15
37,2000,10,2650.0,0.0,12.0,0.0,1433.0,0.0,2000-10-15
55,2000,10,0.0,0.0,0.0,0.0,0.0,0.0,2000-10-15
34,2000,10,3184.0,0.0,29.0,0.0,661.0,0.0,2000-10-15
34,2000,10,3184.0,0.0,29.0,0.0,661.0,0.0,2000-10-15
57,2000,10,1482.0,0.0,26.0,0.0,417.0,0.0,2000-10-15
48,2000,10,228.0,0.0,38.0,0.0,415.0,0.0,2000-10-15
36,2000,10,1547.0,0.0,73.0,0.0,1166.0,0.0,2000-10-15
59,2000,10,2174.0,0.0,153.0,0.0,1620.0,0.0,2000-10-15
60,2000,10,136.0,0.0,399.0,0.0,2438.0,0.0,2000-10-15
52,2000,10,2669.0,0.0,261.0,1.0,2156.0,0.0,2000-10-15
62,2000,10,828.0,0.0,41.0,0.0,537.0,0.0,2000-10-15
46,2000,10,1034.0,0.0,330.0,2.0,9863.0,0.0,2000-10-15
39,2000,10,5.0,0.0,73.0,0.0,2468.0,0.0,2000-10-15
63,2000,10,1455.0,0.0,19.0,0.0,1127.0,0.0,2000-10-15
51,2000,10,262.0,0.0,60.0,0.0,1330.0,0.0,2000-10-15
64,2000,10,943.0,0.0,6.0,0.0,757.0,0.0,2000-10-15
54,2000,10,2103.0,0.0,117.0,1.0,981.0,0.0,2000-10-15
15,2000,11,6371.0,0.0,0.0,0.0,2898.0,0.0,2000-11-15
15,2000,11,6371.0,0.0,0.0,0.0,2898.0,0.0,2000-11-15
15,2000,11,6371.0,0.0,0.0,0.0,2898.0,0.0,2000-11-15
15,2000,11,6371.0,0.0,0.0,0.0,2898.0,0.0,2000-11-15
30,2000,11,0.0,0.0,0.0,0.0,0.0,0.0,2000-11-15
30,2000,11,0.0,0.0,0.0,0.0,0.0,0.0,2000-11-15
30,2000,11,0.0,0.0,0.0,0.0,0.0,0.0,2000-11-15
27,2000,11,3593.0,0.0,0.0,0.0,943.0,0.0,2000-11-15
27,2000,11,3593.0,0.0,0.0,0.0,943.0,0.0,2000-11-15
27,2000,11,3593.0,0.0,0.0,0.0,943.0,0.0,2000-11-15
27,2000,11,3593.0,0.0,0.0,0.0,943.0,0.0,2000-11-15
27,2000,11,3593.0,0.0,0.0,0.0,943.0,0.0,2000-11-15
27,2000,11,3593.0,0.0,0.0,0.0,943.0,0.0,2000-11-15
27,2000,11,3593.0,0.0,0.0,0.0,943.0,0.0,2000-11-15
27,2000,11,3593.0,0.0,0.0,0.0,943.0,0.0,2000-11-15
3,2000,11,601.0,0.0,0.0,0.0,325.0,0.0,2000-11-15
3,2000,11,601.0,0.0,0.0,0.0,325.0,0.0,2000-11-15
3,2000,11,601.0,0.0,0.0,0.0,325.0,0.0,2000-11-15
3,2000,11,601.0,0.0,0.0,0.0,325.0,0.0,2000-11-15
29,2000,11,2618.0,0.0,1.0,0.0,1063.0,0.0,2000-11-15
29,2000,11,2618.0,0.0,1.0,0.0,1063.0,0.0,2000-11-15
25,2000,11,2130.0,0.0,0.0,0.0,896.0,0.0,2000-11-15
16,2000,11,1130.0,0.0,0.0,0.0,607.0,0.0,2000-11-15
16,2000,11,1130.0,0.0,0.0,0.0,607.0,0.0,2000-11-15
16,2000,11,1130.0,0.0,0.0,0.0,607.0,0.0,2000-11-15
16,2000,11,1130.0,0.0,0.0,0.0,607.0,0.0,2000-11-15
7,2000,11,1089.0,0.0,0.0,0.0,329.0,0.0,2000-11-15
7,2000,11,1089.0,0.0,0.0,0.0,329.0,0.0,2000-11-15
31,2000,11,220.0,0.0,0.0,0.0,45.0,0.0,2000-11-15
31,2000,11,220.0,0.0,0.0,0.0,45.0,0.0,2000-11-15
24,2000,11,566.0,0.0,0.0,0.0,411.0,0.0,2000-11-15
24,2000,11,566.0,0.0,0.0,0.0,411.0,0.0,2000-11-15
4,2000,11,2596.0,0.0,0.0,0.0,507.0,0.0,2000-11-15
4,2000,11,2596.0,0.0,0.0,0.0,507.0,0.0,2000-11-15
20,2000,11,2223.0,0.0,0.0,0.0,1011.0,0.0,2000-11-15
13,2000,11,3025.0,0.0,0.0,0.0,1214.0,0.0,2000-11-15
13,2000,11,3025.0,0.0,0.0,0.0,1214.0,0.0,2000-11-15
13,2000,11,3025.0,0.0,0.0,0.0,1214.0,0.0,2000-11-15
9,2000,11,1734.0,0.0,3.0,0.0,602.0,0.0,2000-11-15
9,2000,11,1734.0,0.0,3.0,0.0,602.0,0.0,2000-11-15
9,2000,11,1734.0,0.0,3.0,0.0,602.0,0.0,2000-11-15
8,2000,11,1941.0,0.0,0.0,0.0,1143.0,0.0,2000-11-15
8,2000,11,1941.0,0.0,0.0,0.0,1143.0,0.0,2000-11-15
8,2000,11,1941.0,0.0,0.0,0.0,1143.0,0.0,2000-11-15
11,2000,11,1131.0,0.0,16.0,0.0,694.0,0.0,2000-11-15
11,2000,11,1131.0,0.0,16.0,0.0,694.0,0.0,2000-11-15
11,2000,11,1131.0,0.0,16.0,0.0,694.0,0.0,2000-11-15
6,2000,11,798.0,0.0,8.0,0.0,627.0,0.0,2000-11-15
15,2000,11,1648.0,0.0,5.0,0.0,3830.0,0.0,2000-11-15
15,2000,11,1648.0,0.0,5.0,0.0,3830.0,0.0,2000-11-15
15,2000,11,1648.0,0.0,5.0,0.0,3830.0,0.0,2000-11-15
10,2000,11,3535.0,0.0,0.0,0.0,1350.0,0.0,2000-11-15
2,2000,11,2569.0,0.0,1.0,0.0,1147.0,0.0,2000-11-15
17,2000,11,823.0,0.0,0.0,0.0,950.0,0.0,2000-11-15
17,2000,11,823.0,0.0,0.0,0.0,950.0,0.0,2000-11-15
12,2000,11,4631.0,0.0,0.0,0.0,6206.0,0.0,2000-11-15
19,2000,11,1229.0,0.0,0.0,0.0,944.0,0.0,2000-11-15
19,2000,11,1229.0,0.0,0.0,0.0,944.0,0.0,2000-11-15
22,2000,11,7549.0,0.0,0.0,0.0,1656.0,0.0,2000-11-15
22,2000,11,7549.0,0.0,0.0,0.0,1656.0,0.0,2000-11-15
22,2000,11,7549.0,0.0,0.0,0.0,1656.0,0.0,2000-11-15
22,2000,11,7549.0,0.0,0.0,0.0,1656.0,0.0,2000-11-15
22,2000,11,7549.0,0.0,0.0,0.0,1656.0,0.0,2000-11-15
23,2000,11,6146.0,0.0,0.0,0.0,1643.0,0.0,2000-11-15
23,2000,11,6146.0,0.0,0.0,0.0,1643.0,0.0,2000-11-15
23,2000,11,6146.0,0.0,0.0,0.0,1643.0,0.0,2000-11-15
23,2000,11,6146.0,0.0,0.0,0.0,1643.0,0.0,2000-11-15
23,2000,11,6146.0,0.0,0.0,0.0,1643.0,0.0,2000-11-15
23,2000,11,6146.0,0.0,0.0,0.0,1643.0,0.0,2000-11-15
23,2000,11,6146.0,0.0,0.0,0.0,1643.0,0.0,2000-11-15
23,2000,11,6146.0,0.0,0.0,0.0,1643.0,0.0,2000-11-15
21,2000,11,5232.0,0.0,0.0,0.0,1530.0,0.0,2000-11-15
21,2000,11,5232.0,0.0,0.0,0.0,1530.0,0.0,2000-11-15
21,2000,11,5232.0,0.0,0.0,0.0,1530.0,0.0,2000-11-15
38,2000,11,1862.0,0.0,0.0,0.0,947.0,0.0,2000-11-15
38,2000,11,1862.0,0.0,0.0,0.0,947.0,0.0,2000-11-15
26,2000,11,1012.0,0.0,0.0,0.0,500.0,0.0,2000-11-15
26,2000,11,1012.0,0.0,0.0,0.0,500.0,0.0,2000-11-15
45,2000,11,973.0,0.0,0.0,0.0,1378.0,0.0,2000-11-15
32,2000,11,366.0,0.0,3.0,0.0,356.0,0.0,2000-11-15
49,2000,11,3534.0,0.0,1.0,0.0,1797.0,0.0,2000-11-15
49,2000,11,3534.0,0.0,1.0,0.0,1797.0,0.0,2000-11-15
28,2000,11,1772.0,0.0,0.0,0.0,1360.0,0.0,2000-11-15
40,2000,11,505.0,0.0,72.0,0.0,221.0,0.0,2000-11-15
40,2000,11,505.0,0.0,72.0,0.0,221.0,0.0,2000-11-15
56,2000,11,513.0,0.0,35.0,0.0,472.0,0.0,2000-11-15
42,2000,11,1903.0,0.0,70.0,0.0,1273.0,0.0,2000-11-15
43,2000,11,2012.0,0.0,58.0,0.0,1076.0,0.0,2000-11-15
61,2000,11,1992.0,0.0,200.0,0.0,1165.0,0.0,2000-11-15
61,2000,11,1992.0,0.0,200.0,0.0,1165.0,0.0,2000-11-15
35,2000,11,3591.0,0.0,2.0,0.0,1243.0,0.0,2000-11-15
41,2000,11,2786.0,0.0,4.0,0.0,1039.0,0.0,2000-11-15
41,2000,11,2786.0,0.0,4.0,0.0,1039.0,0.0,2000-11-15
37,2000,11,2717.0,0.0,46.0,0.0,1092.0,0.0,2000-11-15
55,2000,11,0.0,0.0,0.0,0.0,0.0,0.0,2000-11-15
34,2000,11,1085.0,0.0,17.0,0.0,429.0,0.0,2000-11-15
34,2000,11,1085.0,0.0,17.0,0.0,429.0,0.0,2000-11-15
57,2000,11,1077.0,0.0,28.0,0.0,689.0,0.0,2000-11-15
48,2000,11,268.0,0.0,36.0,0.0,349.0,0.0,2000-11-15
36,2000,11,691.0,0.0,80.0,0.0,899.0,0.0,2000-11-15
59,2000,11,1889.0,0.0,54.0,0.0,1640.0,0.0,2000-11-15
60,2000,11,129.0,0.0,265.0,0.0,2190.0,1.0,2000-11-15
52,2000,11,2527.0,0.0,148.0,0.0,2392.0,0.0,2000-11-15
62,2000,11,420.0,0.0,39.0,0.0,557.0,0.0,2000-11-15
46,2000,11,1040.0,0.0,245.0,0.0,8949.0,0.0,2000-11-15
39,2000,11,4.0,0.0,47.0,0.0,1881.0,0.0,2000-11-15
63,2000,11,1427.0,0.0,14.0,0.0,856.0,0.0,2000-11-15
51,2000,11,1167.0,0.0,82.0,0.0,1361.0,0.0,2000-11-15
64,2000,11,879.0,0.0,7.0,0.0,569.0,0.0,2000-11-15
54,2000,11,2550.0,0.0,147.0,1.0,969.0,0.0,2000-11-15
15,2000,12,3666.0,0.0,1.0,0.0,2008.0,0.0,2000-12-15
15,2000,12,3666.0,0.0,1.0,0.0,2008.0,0.0,2000-12-15
15,2000,12,3666.0,0.0,1.0,0.0,2008.0,0.0,2000-12-15
15,2000,12,3666.0,0.0,1.0,0.0,2008.0,0.0,2000-12-15
30,2000,12,0.0,0.0,0.0,0.0,0.0,0.0,2000-12-15
30,2000,12,0.0,0.0,0.0,0.0,0.0,0.0,2000-12-15
30,2000,12,0.0,0.0,0.0,0.0,0.0,0.0,2000-12-15
27,2000,12,2887.0,0.0,0.0,0.0,1048.0,0.0,2000-12-15
27,2000,12,2887.0,0.0,0.0,0.0,1048.0,0.0,2000-12-15
27,2000,12,2887.0,0.0,0.0,0.0,1048.0,0.0,2000-12-15
27,2000,12,2887.0,0.0,0.0,0.0,1048.0,0.0,2000-12-15
27,2000,12,2887.0,0.0,0.0,0.0,1048.0,0.0,2000-12-15
27,2000,12,2887.0,0.0,0.0,0.0,1048.0,0.0,2000-12-15
27,2000,12,2887.0,0.0,0.0,0.0,1048.0,0.0,2000-12-15
27,2000,12,2887.0,0.0,0.0,0.0,1048.0,0.0,2000-12-15
3,2000,12,447.0,0.0,0.0,0.0,364.0,0.0,2000-12-15
3,2000,12,447.0,0.0,0.0,0.0,364.0,0.0,2000-12-15
3,2000,12,447.0,0.0,0.0,0.0,364.0,0.0,2000-12-15
3,2000,12,447.0,0.0,0.0,0.0,364.0,0.0,2000-12-15
29,2000,12,2404.0,0.0,0.0,0.0,847.0,0.0,2000-12-15
29,2000,12,2404.0,0.0,0.0,0.0,847.0,0.0,2000-12-15
25,2000,12,2227.0,0.0,0.0,0.0,913.0,0.0,2000-12-15
16,2000,12,1245.0,0.0,0.0,0.0,0.0,0.0,2000-12-15
16,2000,12,1245.0,0.0,0.0,0.0,0.0,0.0,2000-12-15
16,2000,12,1245.0,0.0,0.0,0.0,0.0,0.0,2000-12-15
16,2000,12,1245.0,0.0,0.0,0.0,0.0,0.0,2000-12-15
7,2000,12,83.0,0.0,0.0,0.0,278.0,0.0,2000-12-15
7,2000,12,83.0,0.0,0.0,0.0,278.0,0.0,2000-12-15
31,2000,12,220.0,0.0,0.0,0.0,45.0,0.0,2000-12-15
31,2000,12,220.0,0.0,0.0,0.0,45.0,0.0,2000-12-15
24,2000,12,703.0,0.0,0.0,0.0,407.0,0.0,2000-12-15
24,2000,12,703.0,0.0,0.0,0.0,407.0,0.0,2000-12-15
4,2000,12,2888.0,0.0,0.0,0.0,839.0,0.0,2000-12-15
4,2000,12,2888.0,0.0,0.0,0.0,839.0,0.0,2000-12-15
20,2000,12,2066.0,0.0,0.0,0.0,985.0,0.0,2000-12-15
13,2000,12,1376.0,0.0,0.0,0.0,567.0,0.0,2000-12-15
13,2000,12,1376.0,0.0,0.0,0.0,567.0,0.0,2000-12-15
13,2000,12,1376.0,0.0,0.0,0.0,567.0,0.0,2000-12-15
9,2000,12,1598.0,0.0,9.0,0.0,766.0,0.0,2000-12-15
9,2000,12,1598.0,0.0,9.0,0.0,766.0,0.0,2000-12-15
9,2000,12,1598.0,0.0,9.0,0.0,766.0,0.0,2000-12-15
8,2000,12,2228.0,0.0,0.0,0.0,1580.0,0.0,2000-12-15
8,2000,12,2228.0,0.0,0.0,0.0,1580.0,0.0,2000-12-15
8,2000,12,2228.0,0.0,0.0,0.0,1580.0,0.0,2000-12-15
11,2000,12,929.0,0.0,18.0,0.0,685.0,0.0,2000-12-15
11,2000,12,929.0,0.0,18.0,0.0,685.0,0.0,2000-12-15
11,2000,12,929.0,0.0,18.0,0.0,685.0,0.0,2000-12-15
6,2000,12,382.0,0.0,13.0,0.0,446.0,0.0,2000-12-15
15,2000,12,793.0,0.0,4.0,0.0,2891.0,0.0,2000-12-15
15,2000,12,793.0,0.0,4.0,0.0,2891.0,0.0,2000-12-15
15,2000,12,793.0,0.0,4.0,0.0,2891.0,0.0,2000-12-15
10,2000,12,3852.0,0.0,0.0,0.0,1618.0,0.0,2000-12-15
2,2000,12,2210.0,0.0,0.0,0.0,1080.0,0.0,2000-12-15
17,2000,12,835.0,0.0,0.0,0.0,1057.0,0.0,2000-12-15
17,2000,12,835.0,0.0,0.0,0.0,1057.0,0.0,2000-12-15
12,2000,12,3972.0,0.0,0.0,0.0,6304.0,0.0,2000-12-15
19,2000,12,1164.0,0.0,0.0,0.0,880.0,0.0,2000-12-15
19,2000,12,1164.0,0.0,0.0,0.0,880.0,0.0,2000-12-15
22,2000,12,10099.0,0.0,0.0,0.0,2147.0,0.0,2000-12-15
22,2000,12,10099.0,0.0,0.0,0.0,2147.0,0.0,2000-12-15
22,2000,12,10099.0,0.0,0.0,0.0,2147.0,0.0,2000-12-15
22,2000,12,10099.0,0.0,0.0,0.0,2147.0,0.0,2000-12-15
22,2000,12,10099.0,0.0,0.0,0.0,2147.0,0.0,2000-12-15
23,2000,12,3891.0,0.0,0.0,0.0,1336.0,1.0,2000-12-15
23,2000,12,3891.0,0.0,0.0,0.0,1336.0,1.0,2000-12-15
23,2000,12,3891.0,0.0,0.0,0.0,1336.0,1.0,2000-12-15
23,2000,12,3891.0,0.0,0.0,0.0,1336.0,1.0,2000-12-15
23,2000,12,3891.0,0.0,0.0,0.0,1336.0,1.0,2000-12-15
23,2000,12,3891.0,0.0,0.0,0.0,1336.0,1.0,2000-12-15
23,2000,12,3891.0,0.0,0.0,0.0,1336.0,1.0,2000-12-15
23,2000,12,3891.0,0.0,0.0,0.0,1336.0,1.0,2000-12-15
21,2000,12,3799.0,0.0,0.0,0.0,1349.0,0.0,2000-12-15
21,2000,12,3799.0,0.0,0.0,0.0,1349.0,0.0,2000-12-15
21,2000,12,3799.0,0.0,0.0,0.0,1349.0,0.0,2000-12-15
38,2000,12,6166.0,0.0,0.0,0.0,5093.0,0.0,2000-12-15
38,2000,12,6166.0,0.0,0.0,0.0,5093.0,0.0,2000-12-15
26,2000,12,730.0,0.0,0.0,0.0,440.0,0.0,2000-12-15
26,2000,12,730.0,0.0,0.0,0.0,440.0,0.0,2000-12-15
45,2000,12,958.0,0.0,0.0,0.0,1512.0,0.0,2000-12-15
32,2000,12,296.0,0.0,0.0,0.0,367.0,0.0,2000-12-15
49,2000,12,3556.0,0.0,1.0,0.0,2288.0,0.0,2000-12-15
49,2000,12,3556.0,0.0,1.0,0.0,2288.0,0.0,2000-12-15
28,2000,12,1738.0,0.0,8.0,0.0,1219.0,0.0,2000-12-15
40,2000,12,608.0,0.0,0.0,0.0,559.0,0.0,2000-12-15
40,2000,12,608.0,0.0,0.0,0.0,559.0,0.0,2000-12-15
56,2000,12,371.0,0.0,15.0,0.0,457.0,0.0,2000-12-15
42,2000,12,1606.0,0.0,112.0,0.0,1286.0,0.0,2000-12-15
43,2000,12,2100.0,0.0,108.0,0.0,734.0,0.0,2000-12-15
61,2000,12,1650.0,0.0,109.0,0.0,1000.0,0.0,2000-12-15
61,2000,12,1650.0,0.0,109.0,0.0,1000.0,0.0,2000-12-15
35,2000,12,1650.0,0.0,0.0,0.0,933.0,0.0,2000-12-15
41,2000,12,2501.0,0.0,43.0,0.0,1266.0,0.0,2000-12-15
41,2000,12,2501.0,0.0,43.0,0.0,1266.0,0.0,2000-12-15
37,2000,12,1589.0,0.0,8.0,0.0,1574.0,0.0,2000-12-15
55,2000,12,0.0,0.0,0.0,0.0,0.0,0.0,2000-12-15
34,2000,12,1188.0,0.0,19.0,0.0,698.0,0.0,2000-12-15
34,2000,12,1188.0,0.0,19.0,0.0,698.0,0.0,2000-12-15
57,2000,12,1680.0,0.0,23.0,0.0,534.0,0.0,2000-12-15
48,2000,12,164.0,0.0,30.0,0.0,219.0,0.0,2000-12-15
36,2000,12,0.0,0.0,59.0,0.0,0.0,0.0,2000-12-15
59,2000,12,1975.0,0.0,24.0,0.0,1627.0,0.0,2000-12-15
60,2000,12,116.0,0.0,191.0,0.0,2178.0,0.0,2000-12-15
52,2000,12,1660.0,0.0,100.0,0.0,2064.0,0.0,2000-12-15
62,2000,12,437.0,0.0,21.0,0.0,434.0,0.0,2000-12-15
46,2000,12,617.0,0.0,221.0,0.0,8157.0,0.0,2000-12-15
39,2000,12,8.0,0.0,61.0,0.0,1972.0,0.0,2000-12-15
63,2000,12,1672.0,0.0,10.0,0.0,1055.0,0.0,2000-12-15
51,2000,12,375.0,0.0,75.0,1.0,1023.0,0.0,2000-12-15
64,2000,12,582.0,0.0,7.0,0.0,560.0,0.0,2000-12-15
54,2000,12,318.0,0.0,50.0,0.0,453.0,0.0,2000-12-15
15,2001,1,3864.0,0.0,0.0,0.0,0.0,0.0,2001-01-15
15,2001,1,3864.0,0.0,0.0,0.0,0.0,0.0,2001-01-15
15,2001,1,3864.0,0.0,0.0,0.0,0.0,0.0,2001-01-15
15,2001,1,3864.0,0.0,0.0,0.0,0.0,0.0,2001-01-15
30,2001,1,0.0,0.0,0.0,0.0,0.0,0.0,2001-01-15
30,2001,1,0.0,0.0,0.0,0.0,0.0,0.0,2001-01-15
30,2001,1,0.0,0.0,0.0,0.0,0.0,0.0,2001-01-15
27,2001,1,1834.0,0.0,26.0,0.0,0.0,0.0,2001-01-15
27,2001,1,1834.0,0.0,26.0,0.0,0.0,0.0,2001-01-15
27,2001,1,1834.0,0.0,26.0,0.0,0.0,0.0,2001-01-15
